IP地址,数据中心,地区,城市,网络延迟
104.18.239.200,SJC,北美洲,圣何塞,221 ms
104.21.120.168,LAX,北美洲,洛杉矶,221 ms
104.24.164.172,LAX,北美洲,洛杉矶,221 ms
104.20.68.194,LAX,北美洲,洛杉矶,221 ms
104.16.71.163,SJC,北美洲,圣何塞,221 ms
108.162.195.49,LAX,北美洲,洛杉矶,221 ms
104.24.213.162,LAX,北美洲,洛杉矶,221 ms
104.20.149.39,LAX,北美洲,洛杉矶,221 ms
104.16.55.79,SJC,北美洲,圣何塞,221 ms
104.20.232.224,LAX,北美洲,洛杉矶,221 ms
104.16.45.59,SJC,北美洲,圣何塞,221 ms
104.20.172.219,LAX,北美洲,洛杉矶,221 ms
104.18.201.16,SJC,北美洲,圣何塞,221 ms
104.21.123.74,LAX,北美洲,洛杉矶,222 ms
104.17.174.44,SJC,北美洲,圣何塞,222 ms
104.21.65.202,LAX,北美洲,洛杉矶,222 ms
108.162.198.166,SJC,北美洲,圣何塞,222 ms
104.16.151.171,SJC,北美洲,圣何塞,222 ms
104.17.2.191,SJC,北美洲,圣何塞,222 ms
104.21.73.42,LAX,北美洲,洛杉矶,222 ms
1.0.0.30,LAX,北美洲,洛杉矶,222 ms
104.24.158.225,LAX,北美洲,洛杉矶,222 ms
104.18.73.202,SJC,北美洲,圣何塞,222 ms
104.16.90.163,SJC,北美洲,圣何塞,222 ms
1.0.0.158,LAX,北美洲,洛杉矶,222 ms
1.0.0.210,LAX,北美洲,洛杉矶,222 ms
1.0.0.26,LAX,北美洲,洛杉矶,222 ms
1.0.0.92,LAX,北美洲,洛杉矶,222 ms
104.20.171.222,LAX,北美洲,洛杉矶,222 ms
104.17.5.130,SJC,北美洲,圣何塞,222 ms
104.21.74.183,LAX,北美洲,洛杉矶,222 ms
104.18.245.197,SJC,北美洲,圣何塞,222 ms
104.21.66.245,LAX,北美洲,洛杉矶,222 ms
104.20.67.8,LAX,北美洲,洛杉矶,222 ms
104.20.69.131,LAX,北美洲,洛杉矶,222 ms
1.0.0.10,LAX,北美洲,洛杉矶,222 ms
104.20.177.117,LAX,北美洲,洛杉矶,222 ms
104.24.221.190,LAX,北美洲,洛杉矶,222 ms
104.21.13.69,LAX,北美洲,洛杉矶,222 ms
104.21.14.15,LAX,北美洲,洛杉矶,222 ms
104.21.81.153,LAX,北美洲,洛杉矶,223 ms
104.25.34.255,LAX,北美洲,洛杉矶,223 ms
104.20.193.44,LAX,北美洲,洛杉矶,223 ms
104.20.128.21,LAX,北美洲,洛杉矶,223 ms
104.24.242.155,LAX,北美洲,洛杉矶,223 ms
104.18.169.242,SJC,北美洲,圣何塞,223 ms
104.16.233.223,SJC,北美洲,圣何塞,223 ms
104.20.237.227,LAX,北美洲,洛杉矶,223 ms
108.162.194.227,LAX,北美洲,洛杉矶,223 ms
104.20.75.134,LAX,北美洲,洛杉矶,223 ms
104.24.205.179,LAX,北美洲,洛杉矶,223 ms
104.21.64.165,LAX,北美洲,洛杉矶,223 ms
104.16.54.217,SJC,北美洲,圣何塞,223 ms
104.17.234.169,SJC,北美洲,圣何塞,223 ms
104.21.42.85,LAX,北美洲,洛杉矶,223 ms
104.17.193.167,SJC,北美洲,圣何塞,223 ms
1.0.0.173,LAX,北美洲,洛杉矶,223 ms
1.0.0.62,LAX,北美洲,洛杉矶,223 ms
1.0.0.201,LAX,北美洲,洛杉矶,223 ms
1.0.0.75,LAX,北美洲,洛杉矶,223 ms
104.24.252.103,LAX,北美洲,洛杉矶,223 ms
104.17.104.50,SJC,北美洲,圣何塞,223 ms
104.16.168.40,SJC,北美洲,圣何塞,223 ms
104.16.240.85,SJC,北美洲,圣何塞,223 ms
104.17.210.1,SJC,北美洲,圣何塞,223 ms
104.24.166.174,LAX,北美洲,洛杉矶,223 ms
104.20.61.236,LAX,北美洲,洛杉矶,223 ms
104.24.231.200,LAX,北美洲,洛杉矶,223 ms
104.18.205.251,SJC,北美洲,圣何塞,223 ms
104.21.210.171,SJC,北美洲,圣何塞,223 ms
104.20.229.77,LAX,北美洲,洛杉矶,224 ms
104.21.122.149,LAX,北美洲,洛杉矶,224 ms
104.24.172.176,LAX,北美洲,洛杉矶,224 ms
104.21.41.199,LAX,北美洲,洛杉矶,224 ms
104.25.33.159,LAX,北美洲,洛杉矶,224 ms
104.24.92.13,LAX,北美洲,洛杉矶,224 ms
104.24.193.154,LAX,北美洲,洛杉矶,224 ms
104.18.152.24,SJC,北美洲,圣何塞,224 ms
104.24.150.137,LAX,北美洲,洛杉矶,224 ms
104.17.214.243,SJC,北美洲,圣何塞,224 ms
104.24.142.163,LAX,北美洲,洛杉矶,224 ms
104.20.58.207,LAX,北美洲,洛杉矶,224 ms
104.18.129.133,SJC,北美洲,圣何塞,224 ms
104.19.217.148,SJC,北美洲,圣何塞,224 ms
104.21.11.106,LAX,北美洲,洛杉矶,224 ms
104.20.158.44,LAX,北美洲,洛杉矶,224 ms
104.16.181.38,SJC,北美洲,圣何塞,224 ms
104.19.100.174,LAX,北美洲,洛杉矶,224 ms
104.24.157.118,LAX,北美洲,洛杉矶,224 ms
104.24.255.150,LAX,北美洲,洛杉矶,224 ms
104.18.187.105,SJC,北美洲,圣何塞,224 ms
104.16.227.189,SJC,北美洲,圣何塞,224 ms
104.20.170.252,LAX,北美洲,洛杉矶,224 ms
104.19.170.128,SJC,北美洲,圣何塞,224 ms
104.21.121.118,LAX,北美洲,洛杉矶,225 ms
104.21.223.237,SJC,北美洲,圣何塞,225 ms
104.18.141.31,SJC,北美洲,圣何塞,225 ms
104.17.56.149,SJC,北美洲,圣何塞,225 ms
104.20.249.14,LAX,北美洲,洛杉矶,225 ms
104.16.214.178,SJC,北美洲,圣何塞,225 ms
104.19.186.240,SJC,北美洲,圣何塞,225 ms
104.20.109.197,LAX,北美洲,洛杉矶,225 ms
104.18.114.42,SJC,北美洲,圣何塞,225 ms
104.21.230.122,SJC,北美洲,圣何塞,225 ms
104.17.162.66,SJC,北美洲,圣何塞,225 ms
104.21.113.90,LAX,北美洲,洛杉矶,225 ms
104.21.112.42,SJC,北美洲,圣何塞,225 ms
104.18.131.144,SJC,北美洲,圣何塞,225 ms
104.20.221.21,LAX,北美洲,洛杉矶,225 ms
104.20.223.5,LAX,北美洲,洛杉矶,225 ms
104.20.220.50,LAX,北美洲,洛杉矶,225 ms
104.24.217.28,LAX,北美洲,洛杉矶,225 ms
104.20.101.170,LAX,北美洲,洛杉矶,225 ms
104.25.32.206,LAX,北美洲,洛杉矶,225 ms
104.16.179.49,SJC,北美洲,圣何塞,225 ms
104.17.225.160,SJC,北美洲,圣何塞,225 ms
104.16.8.137,SJC,北美洲,圣何塞,225 ms
104.20.121.0,LAX,北美洲,洛杉矶,225 ms
104.19.188.47,SJC,北美洲,圣何塞,225 ms
104.17.163.3,SJC,北美洲,圣何塞,226 ms
104.18.10.141,LAX,北美洲,洛杉矶,226 ms
104.20.126.175,LAX,北美洲,洛杉矶,226 ms
141.101.115.254,SJC,北美洲,圣何塞,226 ms
104.17.207.221,SJC,北美洲,圣何塞,226 ms
104.19.252.160,SJC,北美洲,圣何塞,226 ms
104.25.28.70,LAX,北美洲,洛杉矶,226 ms
104.18.84.154,SJC,北美洲,圣何塞,226 ms
104.17.21.41,SJC,北美洲,圣何塞,226 ms
104.16.207.43,SJC,北美洲,圣何塞,226 ms
104.18.65.221,SJC,北美洲,圣何塞,226 ms
104.24.148.57,LAX,北美洲,洛杉矶,226 ms
104.24.149.30,LAX,北美洲,洛杉矶,226 ms
104.18.224.54,SJC,北美洲,圣何塞,226 ms
104.24.155.44,LAX,北美洲,洛杉矶,226 ms
104.17.215.134,SJC,北美洲,圣何塞,226 ms
104.21.63.66,LAX,北美洲,洛杉矶,226 ms
104.21.60.238,LAX,北美洲,洛杉矶,226 ms
104.24.188.142,LAX,北美洲,洛杉矶,226 ms
104.20.224.167,LAX,北美洲,洛杉矶,226 ms
104.16.113.90,SJC,北美洲,圣何塞,226 ms
104.21.107.60,LAX,北美洲,洛杉矶,226 ms
104.21.106.255,LAX,北美洲,洛杉矶,226 ms
104.20.154.203,LAX,北美洲,洛杉矶,226 ms
104.19.151.159,SJC,北美洲,圣何塞,226 ms
104.18.162.155,SJC,北美洲,圣何塞,226 ms
104.24.229.117,LAX,北美洲,洛杉矶,226 ms
104.20.236.147,LAX,北美洲,洛杉矶,226 ms
104.21.124.53,LAX,北美洲,洛杉矶,227 ms
104.18.234.100,SJC,北美洲,圣何塞,227 ms
104.19.240.32,SJC,北美洲,圣何塞,227 ms
104.18.229.147,SJC,北美洲,圣何塞,227 ms
104.16.223.121,SJC,北美洲,圣何塞,227 ms
104.17.237.3,SJC,北美洲,圣何塞,227 ms
104.16.210.19,SJC,北美洲,圣何塞,227 ms
104.16.110.246,SJC,北美洲,圣何塞,227 ms
104.18.97.30,SJC,北美洲,圣何塞,227 ms
104.16.105.29,SJC,北美洲,圣何塞,227 ms
104.17.78.154,SJC,北美洲,圣何塞,227 ms
104.20.169.235,LAX,北美洲,洛杉矶,227 ms
104.18.153.105,SJC,北美洲,圣何塞,227 ms
104.16.104.123,SJC,北美洲,圣何塞,227 ms
104.21.3.41,LAX,北美洲,洛杉矶,227 ms
104.16.203.189,SJC,北美洲,圣何塞,227 ms
104.17.201.164,SJC,北美洲,圣何塞,227 ms
104.23.134.248,SJC,北美洲,圣何塞,228 ms
104.16.47.152,SJC,北美洲,圣何塞,228 ms
104.21.31.58,LAX,北美洲,洛杉矶,228 ms
104.16.201.32,SJC,北美洲,圣何塞,228 ms
104.21.97.223,LAX,北美洲,洛杉矶,228 ms
104.21.98.143,LAX,北美洲,洛杉矶,228 ms
104.21.30.73,SJC,北美洲,圣何塞,228 ms
104.20.219.109,LAX,北美洲,洛杉矶,228 ms
104.16.92.41,SJC,北美洲,圣何塞,228 ms
104.21.28.82,LAX,北美洲,洛杉矶,228 ms
104.16.175.104,SJC,北美洲,圣何塞,228 ms
104.21.234.156,SJC,北美洲,圣何塞,228 ms
104.16.43.93,SJC,北美洲,圣何塞,228 ms
104.23.141.102,SJC,北美洲,圣何塞,228 ms
104.20.157.38,LAX,北美洲,洛杉矶,228 ms
104.21.4.98,LAX,北美洲,洛杉矶,228 ms
104.25.62.244,LAX,北美洲,洛杉矶,228 ms
104.16.141.148,SJC,北美洲,圣何塞,228 ms
104.25.80.226,LAX,北美洲,洛杉矶,228 ms
104.16.48.43,SJC,北美洲,圣何塞,228 ms
104.24.228.201,LAX,北美洲,洛杉矶,228 ms
104.19.237.153,SJC,北美洲,圣何塞,229 ms
104.27.204.39,LAX,北美洲,洛杉矶,229 ms
104.27.205.91,LAX,北美洲,洛杉矶,229 ms
104.20.248.179,LAX,北美洲,洛杉矶,229 ms
104.20.123.213,LAX,北美洲,洛杉矶,229 ms
104.24.154.140,LAX,北美洲,洛杉矶,229 ms
104.26.9.114,HKG,亚太地区,香港,229 ms
104.16.125.19,SJC,北美洲,圣何塞,229 ms
104.25.9.159,LAX,北美洲,洛杉矶,229 ms
104.16.211.230,SJC,北美洲,圣何塞,229 ms
104.18.181.102,SJC,北美洲,圣何塞,229 ms
104.16.9.144,SJC,北美洲,圣何塞,229 ms
104.17.144.33,SJC,北美洲,圣何塞,229 ms
104.17.11.75,SJC,北美洲,圣何塞,229 ms
104.20.182.38,LAX,北美洲,洛杉矶,229 ms
104.25.31.38,LAX,北美洲,洛杉矶,229 ms
104.25.10.229,LAX,北美洲,洛杉矶,229 ms
104.21.94.224,LAX,北美洲,洛杉矶,229 ms
104.21.95.78,LAX,北美洲,洛杉矶,229 ms
104.21.93.113,LAX,北美洲,洛杉矶,229 ms
104.16.152.74,SJC,北美洲,圣何塞,229 ms
104.25.13.212,LAX,北美洲,洛杉矶,230 ms
104.25.1.253,LAX,北美洲,洛杉矶,230 ms
104.25.0.224,LAX,北美洲,洛杉矶,230 ms
104.20.71.255,LAX,北美洲,洛杉矶,230 ms
104.17.156.108,SJC,北美洲,圣何塞,230 ms
104.20.51.8,LAX,北美洲,洛杉矶,230 ms
104.17.252.89,SJC,北美洲,圣何塞,230 ms
104.21.226.4,SJC,北美洲,圣何塞,230 ms
104.24.241.184,LAX,北美洲,洛杉矶,230 ms
104.21.26.123,LAX,北美洲,洛杉矶,230 ms
104.21.117.130,LAX,北美洲,洛杉矶,230 ms
104.21.116.225,LAX,北美洲,洛杉矶,230 ms
104.19.146.34,SJC,北美洲,圣何塞,230 ms
104.17.33.216,SJC,北美洲,圣何塞,231 ms
104.18.100.43,SJC,北美洲,圣何塞,231 ms
104.16.107.251,SJC,北美洲,圣何塞,231 ms
104.20.168.105,LAX,北美洲,洛杉矶,231 ms
104.24.165.33,LAX,北美洲,洛杉矶,231 ms
104.21.111.18,LAX,北美洲,洛杉矶,231 ms
104.21.110.196,LAX,北美洲,洛杉矶,231 ms
104.20.153.38,LAX,北美洲,洛杉矶,231 ms
104.24.139.3,LAX,北美洲,洛杉矶,231 ms
104.16.11.83,SJC,北美洲,圣何塞,231 ms
104.21.237.85,SJC,北美洲,圣何塞,231 ms
104.19.225.108,SJC,北美洲,圣何塞,231 ms
104.21.24.110,LAX,北美洲,洛杉矶,231 ms
104.25.83.219,LAX,北美洲,洛杉矶,231 ms
104.25.84.118,LAX,北美洲,洛杉矶,231 ms
104.19.215.59,SJC,北美洲,圣何塞,231 ms
104.17.211.29,SJC,北美洲,圣何塞,231 ms
104.18.167.81,SJC,北美洲,圣何塞,231 ms
104.20.227.88,LAX,北美洲,洛杉矶,231 ms
104.17.10.221,SJC,北美洲,圣何塞,231 ms
104.16.208.154,SJC,北美洲,圣何塞,232 ms
104.19.213.197,SJC,北美洲,圣何塞,232 ms
104.21.59.210,LAX,北美洲,洛杉矶,232 ms
104.18.222.144,SJC,北美洲,圣何塞,232 ms
104.17.19.245,SJC,北美洲,圣何塞,232 ms
104.26.8.22,HKG,亚太地区,香港,232 ms
104.21.19.59,LAX,北美洲,洛杉矶,232 ms
104.16.46.115,SJC,北美洲,圣何塞,232 ms
104.25.30.221,LAX,北美洲,洛杉矶,232 ms
104.25.8.57,LAX,北美洲,洛杉矶,232 ms
104.25.6.69,LAX,北美洲,洛杉矶,232 ms
104.16.59.94,SJC,北美洲,圣何塞,232 ms
104.16.118.157,SJC,北美洲,圣何塞,232 ms
104.17.28.126,SJC,北美洲,圣何塞,232 ms
104.16.102.91,SJC,北美洲,圣何塞,232 ms
104.25.72.147,LAX,北美洲,洛杉矶,232 ms
104.20.151.43,LAX,北美洲,洛杉矶,232 ms
104.20.150.163,LAX,北美洲,洛杉矶,232 ms
104.25.81.253,LAX,北美洲,洛杉矶,232 ms
104.21.227.87,SJC,北美洲,圣何塞,232 ms
104.25.5.142,LAX,北美洲,洛杉矶,232 ms
104.18.175.5,SJC,北美洲,圣何塞,232 ms
104.16.242.242,SJC,北美洲,圣何塞,232 ms
104.20.167.42,LAX,北美洲,洛杉矶,232 ms
104.25.26.123,LAX,北美洲,洛杉矶,232 ms
104.16.231.225,SJC,北美洲,圣何塞,232 ms
104.21.88.69,LAX,北美洲,洛杉矶,233 ms
104.20.234.1,LAX,北美洲,洛杉矶,233 ms
104.25.3.159,LAX,北美洲,洛杉矶,233 ms
104.25.12.99,LAX,北美洲,洛杉矶,233 ms
104.16.122.182,SJC,北美洲,圣何塞,233 ms
104.25.7.234,LAX,北美洲,洛杉矶,233 ms
104.18.76.161,SJC,北美洲,圣何塞,233 ms
104.20.230.197,LAX,北美洲,洛杉矶,233 ms
104.20.55.57,LAX,北美洲,洛杉矶,233 ms
104.21.17.160,LAX,北美洲,洛杉矶,233 ms
104.21.71.54,LAX,北美洲,洛杉矶,233 ms
104.21.43.3,LAX,北美洲,洛杉矶,233 ms
104.21.44.136,LAX,北美洲,洛杉矶,233 ms
104.17.172.215,SJC,北美洲,圣何塞,233 ms
104.16.215.7,SJC,北美洲,圣何塞,234 ms
104.21.212.185,SJC,北美洲,圣何塞,234 ms
104.17.222.246,SJC,北美洲,圣何塞,234 ms
104.16.128.95,SJC,北美洲,圣何塞,234 ms
104.25.59.56,LAX,北美洲,洛杉矶,234 ms
104.17.248.117,SJC,北美洲,圣何塞,234 ms
104.25.57.41,LAX,北美洲,洛杉矶,234 ms
104.16.100.181,SJC,北美洲,圣何塞,234 ms
104.16.185.51,SJC,北美洲,圣何塞,234 ms
104.19.209.127,SJC,北美洲,圣何塞,234 ms
104.21.87.152,LAX,北美洲,洛杉矶,234 ms
104.25.2.250,LAX,北美洲,洛杉矶,234 ms
104.16.129.88,SJC,北美洲,圣何塞,234 ms
104.25.60.93,LAX,北美洲,洛杉矶,234 ms
104.17.24.195,SJC,北美洲,圣何塞,234 ms
104.25.58.174,LAX,北美洲,洛杉矶,234 ms
104.17.182.42,SJC,北美洲,圣何塞,235 ms
104.21.51.161,LAX,北美洲,洛杉矶,235 ms
104.20.57.147,LAX,北美洲,洛杉矶,235 ms
104.16.77.191,SJC,北美洲,圣何塞,235 ms
104.16.35.35,SJC,北美洲,圣何塞,235 ms
104.24.240.123,LAX,北美洲,洛杉矶,235 ms
104.24.239.216,LAX,北美洲,洛杉矶,235 ms
104.24.238.73,LAX,北美洲,洛杉矶,235 ms
104.25.68.156,LAX,北美洲,洛杉矶,235 ms
104.25.56.7,LAX,北美洲,洛杉矶,235 ms
104.21.54.16,LAX,北美洲,洛杉矶,235 ms
104.25.22.182,LAX,北美洲,洛杉矶,235 ms
104.25.21.213,LAX,北美洲,洛杉矶,235 ms
104.25.20.105,LAX,北美洲,洛杉矶,235 ms
104.25.23.49,LAX,北美洲,洛杉矶,235 ms
104.16.197.187,SJC,北美洲,圣何塞,235 ms
104.18.207.91,SJC,北美洲,圣何塞,236 ms
104.20.228.74,LAX,北美洲,洛杉矶,236 ms
104.21.119.240,LAX,北美洲,洛杉矶,236 ms
104.21.108.22,LAX,北美洲,洛杉矶,236 ms
104.16.176.86,SJC,北美洲,圣何塞,236 ms
104.16.165.220,SJC,北美洲,圣何塞,236 ms
104.20.166.24,LAX,北美洲,洛杉矶,236 ms
104.17.223.93,SJC,北美洲,圣何塞,236 ms
104.21.68.155,LAX,北美洲,洛杉矶,236 ms
104.25.69.72,LAX,北美洲,洛杉矶,236 ms
104.16.237.244,SJC,北美洲,圣何塞,236 ms
104.25.43.55,LAX,北美洲,洛杉矶,236 ms
104.25.29.161,LAX,北美洲,洛杉矶,236 ms
104.24.251.29,LAX,北美洲,洛杉矶,236 ms
104.17.154.164,SJC,北美洲,圣何塞,237 ms
104.25.160.186,LAX,北美洲,洛杉矶,237 ms
104.20.246.185,LAX,北美洲,洛杉矶,237 ms
104.20.247.6,LAX,北美洲,洛杉矶,237 ms
104.25.157.17,LAX,北美洲,洛杉矶,237 ms
104.25.136.58,LAX,北美洲,洛杉矶,237 ms
104.18.170.4,SJC,北美洲,圣何塞,238 ms
104.16.209.243,SJC,北美洲,圣何塞,238 ms
104.25.40.154,LAX,北美洲,洛杉矶,238 ms
104.16.220.1,SJC,北美洲,圣何塞,238 ms
104.25.41.118,LAX,北美洲,洛杉矶,238 ms
104.16.163.10,SJC,北美洲,圣何塞,238 ms
104.21.233.62,SJC,北美洲,圣何塞,238 ms
104.17.161.156,SJC,北美洲,圣何塞,238 ms
104.21.33.123,SJC,北美洲,圣何塞,238 ms
104.17.171.110,SJC,北美洲,圣何塞,238 ms
104.16.86.141,SJC,北美洲,圣何塞,238 ms
104.16.111.200,SJC,北美洲,圣何塞,238 ms
104.17.175.183,SJC,北美洲,圣何塞,238 ms
104.19.245.17,SJC,北美洲,圣何塞,239 ms
104.20.233.214,LAX,北美洲,洛杉矶,239 ms
104.21.90.20,LAX,北美洲,洛杉矶,239 ms
104.16.145.88,SJC,北美洲,圣何塞,239 ms
104.17.195.187,SJC,北美洲,圣何塞,239 ms
104.21.115.18,LAX,北美洲,洛杉矶,239 ms
104.17.203.25,SJC,北美洲,圣何塞,239 ms
104.17.92.141,SJC,北美洲,圣何塞,239 ms
104.18.112.140,SJC,北美洲,圣何塞,239 ms
104.25.55.71,LAX,北美洲,洛杉矶,239 ms
104.19.160.79,SJC,北美洲,圣何塞,239 ms
104.20.245.186,LAX,北美洲,洛杉矶,239 ms
104.25.79.8,LAX,北美洲,洛杉矶,239 ms
104.18.102.140,SJC,北美洲,圣何塞,239 ms
104.16.187.52,SJC,北美洲,圣何塞,239 ms
104.16.193.153,SJC,北美洲,圣何塞,239 ms
104.16.171.14,SJC,北美洲,圣何塞,239 ms
104.21.238.254,SJC,北美洲,圣何塞,239 ms
104.25.112.36,LAX,北美洲,洛杉矶,239 ms
104.18.121.235,SJC,北美洲,圣何塞,239 ms
104.21.40.41,LAX,北美洲,洛杉矶,239 ms
104.20.244.117,LAX,北美洲,洛杉矶,240 ms
104.25.27.120,LAX,北美洲,洛杉矶,240 ms
104.19.176.121,SJC,北美洲,圣何塞,240 ms
104.25.66.37,LAX,北美洲,洛杉矶,240 ms
104.21.104.82,LAX,北美洲,洛杉矶,240 ms
104.25.71.82,LAX,北美洲,洛杉矶,240 ms
104.16.84.96,SJC,北美洲,圣何塞,240 ms
104.16.194.165,SJC,北美洲,圣何塞,240 ms
104.25.18.217,LAX,北美洲,洛杉矶,240 ms
104.17.131.118,SJC,北美洲,圣何塞,240 ms
104.17.213.86,SJC,北美洲,圣何塞,241 ms
104.16.172.119,SJC,北美洲,圣何塞,241 ms
104.16.204.236,SJC,北美洲,圣何塞,241 ms
104.16.162.209,SJC,北美洲,圣何塞,241 ms
104.21.102.17,LAX,北美洲,洛杉矶,241 ms
104.25.67.220,LAX,北美洲,洛杉矶,241 ms
104.25.19.148,LAX,北美洲,洛杉矶,241 ms
104.21.23.167,LAX,北美洲,洛杉矶,241 ms
104.21.25.88,LAX,北美洲,洛杉矶,241 ms
104.17.130.120,SJC,北美洲,圣何塞,241 ms
104.16.155.99,SJC,北美洲,圣何塞,241 ms
104.19.239.177,SJC,北美洲,圣何塞,241 ms
104.25.17.248,LAX,北美洲,洛杉矶,242 ms
104.21.39.111,LAX,北美洲,洛杉矶,242 ms
104.21.232.108,SJC,北美洲,圣何塞,242 ms
104.21.61.1,LAX,北美洲,洛杉矶,242 ms
104.18.185.92,SJC,北美洲,圣何塞,242 ms
104.17.170.64,SJC,北美洲,圣何塞,242 ms
104.17.105.69,SJC,北美洲,圣何塞,242 ms
104.21.101.159,LAX,北美洲,洛杉矶,242 ms
104.21.100.94,LAX,北美洲,洛杉矶,242 ms
104.17.147.54,SJC,北美洲,圣何塞,242 ms
104.25.65.109,LAX,北美洲,洛杉矶,243 ms
104.25.88.147,LAX,北美洲,洛杉矶,243 ms
104.25.52.178,LAX,北美洲,洛杉矶,243 ms
104.17.200.70,SJC,北美洲,圣何塞,243 ms
104.19.223.85,SJC,北美洲,圣何塞,243 ms
104.25.36.16,LAX,北美洲,洛杉矶,243 ms
104.25.39.201,LAX,北美洲,洛杉矶,243 ms
104.16.154.198,SJC,北美洲,圣何塞,243 ms
104.19.167.220,SJC,北美洲,圣何塞,243 ms
104.25.16.2,LAX,北美洲,洛杉矶,243 ms
104.25.165.194,LAX,北美洲,洛杉矶,243 ms
104.20.240.228,LAX,北美洲,洛杉矶,243 ms
104.21.35.84,LAX,北美洲,洛杉矶,243 ms
104.16.37.221,SJC,北美洲,圣何塞,243 ms
104.16.36.182,SJC,北美洲,圣何塞,243 ms
104.27.207.182,LAX,北美洲,洛杉矶,244 ms
104.21.70.203,LAX,北美洲,洛杉矶,244 ms
104.25.108.189,LAX,北美洲,洛杉矶,244 ms
104.25.162.241,LAX,北美洲,洛杉矶,244 ms
104.25.164.228,LAX,北美洲,洛杉矶,244 ms
104.25.87.158,LAX,北美洲,洛杉矶,244 ms
104.20.241.178,LAX,北美洲,洛杉矶,244 ms
104.17.12.151,SJC,北美洲,圣何塞,244 ms
104.16.190.73,SJC,北美洲,圣何塞,244 ms
104.25.53.182,LAX,北美洲,洛杉矶,244 ms
104.25.14.52,LAX,北美洲,洛杉矶,244 ms
104.25.15.47,LAX,北美洲,洛杉矶,244 ms
104.16.149.217,SJC,北美洲,圣何塞,244 ms
104.17.99.39,SJC,北美洲,圣何塞,244 ms
104.25.78.200,LAX,北美洲,洛杉矶,244 ms
104.27.201.235,LAX,北美洲,洛杉矶,244 ms
104.27.203.253,SJC,北美洲,圣何塞,244 ms
104.25.51.220,LAX,北美洲,洛杉矶,244 ms
104.21.32.26,SJC,北美洲,圣何塞,244 ms
104.26.15.159,HKG,亚太地区,香港,244 ms
104.26.14.80,HKG,亚太地区,香港,244 ms
104.27.206.206,LAX,北美洲,洛杉矶,244 ms
104.16.68.3,SJC,北美洲,圣何塞,244 ms
104.25.109.55,LAX,北美洲,洛杉矶,244 ms
104.25.110.133,LAX,北美洲,洛杉矶,244 ms
104.17.168.185,SJC,北美洲,圣何塞,244 ms
104.19.247.20,SJC,北美洲,圣何塞,245 ms
104.21.29.89,SJC,北美洲,圣何塞,245 ms
104.21.9.76,SJC,北美洲,圣何塞,245 ms
104.25.54.11,LAX,北美洲,洛杉矶,245 ms
104.16.40.177,SJC,北美洲,圣何塞,245 ms
104.17.188.5,SJC,北美洲,圣何塞,245 ms
104.25.47.201,LAX,北美洲,洛杉矶,245 ms
104.27.202.22,LAX,北美洲,洛杉矶,245 ms
104.16.91.72,SJC,北美洲,圣何塞,245 ms
104.17.125.187,SJC,北美洲,圣何塞,245 ms
104.17.191.154,SJC,北美洲,圣何塞,245 ms
104.17.57.110,SJC,北美洲,圣何塞,245 ms
104.20.239.101,LAX,北美洲,洛杉矶,246 ms
104.21.0.24,LAX,北美洲,洛杉矶,246 ms
104.25.24.8,LAX,北美洲,洛杉矶,246 ms
104.25.102.212,LAX,北美洲,洛杉矶,246 ms
104.17.254.83,SJC,北美洲,圣何塞,246 ms
104.25.63.232,LAX,北美洲,洛杉矶,246 ms
104.25.64.60,LAX,北美洲,洛杉矶,246 ms
104.25.49.57,LAX,北美洲,洛杉矶,246 ms
104.25.50.222,LAX,北美洲,洛杉矶,246 ms
104.25.25.149,LAX,北美洲,洛杉矶,246 ms
104.18.219.255,SJC,北美洲,圣何塞,247 ms
104.20.238.174,LAX,北美洲,洛杉矶,247 ms
104.17.113.110,SJC,北美洲,圣何塞,247 ms
104.17.76.39,SJC,北美洲,圣何塞,247 ms
104.21.92.99,SJC,北美洲,圣何塞,247 ms
104.16.158.75,SJC,北美洲,圣何塞,247 ms
104.20.243.163,LAX,北美洲,洛杉矶,247 ms
104.17.150.180,SJC,北美洲,圣何塞,247 ms
104.16.130.138,SJC,北美洲,圣何塞,247 ms
104.25.77.155,LAX,北美洲,洛杉矶,248 ms
104.17.220.172,SJC,北美洲,圣何塞,248 ms
104.20.60.98,LAX,北美洲,洛杉矶,248 ms
104.16.253.166,SJC,北美洲,圣何塞,248 ms
104.23.137.168,SJC,北美洲,圣何塞,248 ms
104.25.86.95,LAX,北美洲,洛杉矶,249 ms
104.27.194.17,LAX,北美洲,洛杉矶,249 ms
104.16.58.241,SJC,北美洲,圣何塞,249 ms
104.17.34.60,SJC,北美洲,圣何塞,249 ms
104.25.82.185,LAX,北美洲,洛杉矶,249 ms
104.25.85.191,LAX,北美洲,洛杉矶,249 ms
104.21.91.87,SJC,北美洲,圣何塞,249 ms
104.20.254.48,LAX,北美洲,洛杉矶,249 ms
104.25.152.135,LAX,北美洲,洛杉矶,249 ms
104.25.149.85,LAX,北美洲,洛杉矶,250 ms
104.20.242.31,LAX,北美洲,洛杉矶,250 ms
104.25.76.120,LAX,北美洲,洛杉矶,250 ms
104.21.58.128,LAX,北美洲,洛杉矶,250 ms
104.17.51.156,SJC,北美洲,圣何塞,250 ms
104.21.72.59,SJC,北美洲,圣何塞,250 ms
104.17.228.178,SJC,北美洲,圣何塞,250 ms
